parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
13,2016-10-05 10:30:00,1182,1.0,2,6,0,3103,26.14749998,91.72797778
7,2016-10-05 10:30:00,761,1.0,1,4,0,1322,26.14754886,91.72799519
1,2016-10-05 10:30:00,736,1.5,1,5,0,1200,26.14001386,91.73099967
2,2016-10-05 10:30:00,578,0.5,1,4,0,687,20.0000347,78.00000286
11,2016-10-05 10:30:00,3117,1.0,1,5,0,3883,26.14749943,91.72800489
2,2016-10-05 11:04:00,619,1.0,1,5,0,687,20.0000347,78.00000286
12,2016-10-05 11:04:00,1330,1.0,1,6,0,2937,26.14749053,91.72799688
6,2016-10-05 11:04:00,624,1.0,1,6,0,690,26.13795775,91.74099445
1,2016-10-05 11:04:00,757,0.7,1,5,0,1200,26.14001386,91.73099967
5,2016-10-05 11:04:00,420,1.0,1,5,0,470,26.14901995,91.7395035
4,2016-10-05 11:04:00,1410,0.7,1,7,0,1920,26.15050395,91.73353109
3,2016-10-05 11:04:00,367,1.5,1,6,0,485,26.14004753,91.73097233
8,2016-10-05 11:04:00,1411,1.0,2,9,0,2009,26.14747299,91.72804914
11,2016-10-05 11:04:00,3177,1.0,2,10,0,3883,26.14749943,91.72800489
10,2016-10-05 11:04:00,339,1.0,1,5,0,387,26.14449459,91.73620513
0,2016-10-05 11:04:00,148,0.7,1,4,0,577,26.14453614,91.73617216
13,2016-10-05 11:04:00,1250,0.7,1,6,0,3103,26.14749998,91.72797778
7,2016-10-05 11:04:00,792,1.0,2,8,0,1322,26.14754886,91.72799519
9,2016-10-05 11:04:00,603,1.0,1,5,0,2803,26.14754061,91.72797041
3,2016-10-05 11:30:00,366,1.0,1,5,0,485,26.14004753,91.73097233
8,2016-10-05 11:30:00,1436,0.7,1,7,0,2009,26.14747299,91.72804914
12,2016-10-05 11:30:00,1340,1.0,1,6,0,2937,26.14749053,91.72799688
13,2016-10-05 11:30:00,1259,1.5,1,6,0,3103,26.14749998,91.72797778
7,2016-10-05 11:30:00,796,0.7,1,6,0,1322,26.14754886,91.72799519
5,2016-10-05 11:30:00,429,0.5,2,8,0,470,26.14901995,91.7395035
2,2016-10-05 11:30:00,640,0.5,1,6,0,687,20.0000347,78.00000286
6,2016-10-05 11:30:00,634,1.0,1,5,0,690,26.13795775,91.74099445
4,2016-10-05 11:30:00,1430,1.0,1,6,0,1920,26.15050395,91.73353109
10,2016-10-05 11:30:00,340,1.5,1,5,0,387,26.14449459,91.73620513
11,2016-10-05 11:30:00,3194,1.0,1,6,0,3883,26.14749943,91.72800489
0,2016-10-05 11:30:00,162,1.0,1,4,0,577,26.14453614,91.73617216
9,2016-10-05 11:30:00,593,1.0,1,5,0,2803,26.14754061,91.72797041
1,2016-10-05 11:30:00,774,1.0,1,6,0,1200,26.14001386,91.73099967
5,2016-10-05 12:04:00,447,1.0,2,8,0,470,26.14901995,91.7395035
2,2016-10-05 12:04:00,650,1.0,2,9,0,687,20.0000347,78.00000286
11,2016-10-05 12:04:00,3213,0.7,2,10,0,3883,26.14749943,91.72800489
3,2016-10-05 12:04:00,369,1.0,2,8,0,485,26.14004753,91.73097233
13,2016-10-05 12:04:00,1264,0.7,2,9,0,3103,26.14749998,91.72797778
12,2016-10-05 12:04:00,1359,1.0,2,10,0,2937,26.14749053,91.72799688
1,2016-10-05 12:04:00,779,1.5,2,9,0,1200,26.14001386,91.73099967
0,2016-10-05 12:04:00,178,1.0,2,6,0,577,26.14453614,91.73617216
7,2016-10-05 12:04:00,809,0.7,2,9,0,1322,26.14754886,91.72799519
9,2016-10-05 12:04:00,582,0.7,2,8,0,2803,26.14754061,91.72797041
6,2016-10-05 12:04:00,653,0.5,2,8,0,690,26.13795775,91.74099445
10,2016-10-05 12:04:00,337,1.0,2,8,0,387,26.14449459,91.73620513
4,2016-10-05 12:04:00,1446,1.0,2,9,0,1920,26.15050395,91.73353109
8,2016-10-05 12:04:00,1459,0.7,1,6,0,2009,26.14747299,91.72804914
3,2016-10-05 12:17:00,376,1.0,2,8,0,485,26.14004753,91.73097233
6,2016-10-05 12:30:00,662,1.0,2,8,0,690,26.13795775,91.74099445
1,2016-10-05 12:30:00,770,1.0,2,9,0,1200,26.14001386,91.73099967
13,2016-10-05 12:30:00,1278,1.5,2,9,0,3103,26.14749998,91.72797778
0,2016-10-05 12:30:00,183,1.0,2,7,0,577,26.14453614,91.73617216
7,2016-10-05 12:30:00,811,0.7,2,9,0,1322,26.14754886,91.72799519
5,2016-10-05 12:30:00,450,1.0,2,9,0,470,26.14901995,91.7395035
10,2016-10-05 12:30:00,336,0.7,2,8,0,387,26.14449459,91.73620513
4,2016-10-05 12:30:00,1437,1.0,1,7,0,1920,26.15050395,91.73353109
11,2016-10-05 12:30:00,3190,0.7,2,11,0,3883,26.14749943,91.72800489
12,2016-10-05 12:30:00,1371,1.0,2,10,0,2937,26.14749053,91.72799688
8,2016-10-05 12:30:00,1472,1.0,2,9,0,2009,26.14747299,91.72804914
2,2016-10-05 12:30:00,661,1.0,2,9,0,687,20.0000347,78.00000286
9,2016-10-05 12:30:00,580,1.5,2,8,0,2803,26.14754061,91.72797041
1,2016-10-05 12:57:00,756,1.0,2,8,0,1200,26.14001386,91.73099967
8,2016-10-05 12:57:00,1490,1.5,1,7,0,2009,26.14747299,91.72804914
5,2016-10-05 12:57:00,451,0.7,2,8,0,470,26.14901995,91.7395035
10,2016-10-05 12:57:00,343,1.0,2,8,0,387,26.14449459,91.73620513
3,2016-10-05 12:57:00,373,1.0,2,8,0,485,26.14004753,91.73097233
12,2016-10-05 12:57:00,1381,1.0,2,9,0,2937,26.14749053,91.72799688
11,2016-10-05 12:57:00,3145,0.7,2,11,0,3883,26.14749943,91.72800489
7,2016-10-05 12:57:00,827,0.7,2,9,0,1322,26.14754886,91.72799519
9,2016-10-05 12:57:00,586,1.0,2,9,0,2803,26.14754061,91.72797041
4,2016-10-05 12:57:00,1418,0.7,2,9,0,1920,26.15050395,91.73353109
6,2016-10-05 12:57:00,665,1.0,1,6,0,690,26.13795775,91.74099445
0,2016-10-05 12:57:00,175,1.0,2,7,0,577,26.14453614,91.73617216
2,2016-10-05 12:57:00,663,0.7,2,8,0,687,20.0000347,78.00000286
13,2016-10-05 12:57:00,1279,1.0,2,9,0,3103,26.14749998,91.72797778
3,2016-10-05 13:30:00,372,1.5,2,7,0,485,26.14004753,91.73097233
0,2016-10-05 13:30:00,179,1.5,2,6,0,577,26.14453614,91.73617216
1,2016-10-05 13:30:00,761,1.0,2,8,0,1200,26.14001386,91.73099967
2,2016-10-05 13:30:00,638,1.0,2,8,0,687,20.0000347,78.00000286
8,2016-10-05 13:30:00,1462,1.0,2,9,0,2009,26.14747299,91.72804914
6,2016-10-05 13:30:00,669,1.0,2,7,0,690,26.13795775,91.74099445
11,2016-10-05 13:30:00,3146,0.5,1,7,0,3883,26.14749943,91.72800489
7,2016-10-05 13:30:00,824,1.0,2,8,0,1322,26.14754886,91.72799519
13,2016-10-05 13:30:00,1248,1.0,2,9,0,3103,26.14749998,91.72797778
10,2016-10-05 13:30:00,345,1.0,2,7,0,387,26.14449459,91.73620513
12,2016-10-05 13:30:00,1386,1.0,1,6,0,2937,26.14749053,91.72799688
4,2016-10-05 13:30:00,1427,1.0,1,6,0,1920,26.15050395,91.73353109
5,2016-10-05 13:30:00,454,1.0,2,8,0,470,26.14901995,91.7395035
9,2016-10-05 13:30:00,583,1.0,2,8,0,2803,26.14754061,91.72797041
9,2016-10-05 13:57:00,579,1.0,1,5,0,2803,26.14754061,91.72797041
0,2016-10-05 13:57:00,174,1.0,1,4,0,577,26.14453614,91.73617216
8,2016-10-05 13:57:00,1453,1.0,1,6,0,2009,26.14747299,91.72804914
13,2016-10-05 13:57:00,1237,1.0,1,7,0,3103,26.14749998,91.72797778
4,2016-10-05 13:57:00,1422,1.0,1,6,0,1920,26.15050395,91.73353109
5,2016-10-05 13:57:00,455,1.0,1,5,0,470,26.14901995,91.7395035
7,2016-10-05 13:57:00,818,0.7,1,6,0,1322,26.14754886,91.72799519
12,2016-10-05 13:57:00,1375,1.0,1,6,0,2937,26.14749053,91.72799688
3,2016-10-05 13:57:00,368,1.0,2,7,0,485,26.14004753,91.73097233
1,2016-10-05 13:57:00,764,0.7,1,5,0,1200,26.14001386,91.73099967
2,2016-10-05 13:57:00,635,0.7,1,6,0,687,20.0000347,78.00000286
6,2016-10-05 13:57:00,662,1.0,1,6,0,690,26.13795775,91.74099445
11,2016-10-05 13:57:00,3140,1.0,1,7,0,3883,26.14749943,91.72800489
10,2016-10-05 13:57:00,345,1.0,1,5,0,387,26.14449459,91.73620513
11,2016-10-05 14:30:00,3072,0.7,1,5,0,3883,26.14749943,91.72800489
10,2016-10-05 14:30:00,336,1.0,1,4,0,387,26.14449459,91.73620513
1,2016-10-05 14:30:00,767,1.0,1,4,0,1200,26.14001386,91.73099967
13,2016-10-05 14:30:00,1192,1.0,1,4,0,3103,26.14749998,91.72797778
2,2016-10-05 14:30:00,620,0.7,1,4,0,687,20.0000347,78.00000286
5,2016-10-05 14:30:00,447,1.0,1,4,0,470,26.14901995,91.7395035
0,2016-10-05 14:30:00,158,1.0,2,5,0,577,26.14453614,91.73617216
7,2016-10-05 14:30:00,794,1.0,1,4,0,1322,26.14754886,91.72799519
3,2016-10-05 14:30:00,361,1.0,1,4,0,485,26.14004753,91.73097233
4,2016-10-05 14:30:00,1409,1.0,1,4,0,1920,26.15050395,91.73353109
9,2016-10-05 14:30:00,547,1.0,1,4,0,2803,26.14754061,91.72797041
6,2016-10-05 14:30:00,653,0.7,1,4,0,690,26.13795775,91.74099445
8,2016-10-05 14:30:00,1414,0.7,2,7,0,2009,26.14747299,91.72804914
12,2016-10-05 14:30:00,1350,1.5,1,5,0,2937,26.14749053,91.72799688
8,2016-10-05 14:57:00,1355,0.7,1,5,0,2009,26.14747299,91.72804914
4,2016-10-05 14:57:00,1378,0.7,1,5,0,1920,26.15050395,91.73353109
0,2016-10-05 14:57:00,145,1.0,1,3,0,577,26.14453614,91.73617216
13,2016-10-05 14:57:00,1135,0.7,2,7,0,3103,26.14749998,91.72797778
10,2016-10-05 14:57:00,326,0.7,2,6,0,387,26.14449459,91.73620513
9,2016-10-05 14:57:00,521,1.0,1,5,0,2803,26.14754061,91.72797041
5,2016-10-05 14:57:00,435,0.7,1,4,0,470,26.14901995,91.7395035
1,2016-10-05 14:57:00,747,1.0,2,6,0,1200,26.14001386,91.73099967
6,2016-10-05 14:57:00,632,1.0,2,6,0,690,26.13795775,91.74099445
7,2016-10-05 14:57:00,771,1.5,1,5,0,1322,26.14754886,91.72799519
3,2016-10-05 14:57:00,356,0.7,1,4,0,485,26.14004753,91.73097233
2,2016-10-05 14:57:00,584,1.0,1,5,0,687,20.0000347,78.00000286
11,2016-10-05 14:57:00,2963,1.0,1,6,0,3883,26.14749943,91.72800489
12,2016-10-05 14:57:00,1314,1.0,2,6,0,2937,26.14749053,91.72799688
6,2016-10-05 15:30:00,592,1.0,0,3,0,690,26.13795775,91.74099445
10,2016-10-05 15:30:00,306,1.0,1,2,0,387,26.14449459,91.73620513
7,2016-10-05 15:30:00,708,1.0,0,2,0,1322,26.14754886,91.72799519
1,2016-10-05 15:30:00,698,1.0,1,4,0,1200,26.14001386,91.73099967
9,2016-10-05 15:30:00,482,1.5,0,2,0,2803,26.14754061,91.72797041
8,2016-10-05 15:30:00,1263,0.7,0,3,0,2009,26.14747299,91.72804914
3,2016-10-05 15:30:00,325,1.0,0,2,0,485,26.14004753,91.73097233
4,2016-10-05 15:30:00,1303,1.0,0,2,0,1920,26.15050395,91.73353109
11,2016-10-05 15:30:00,2782,1.0,0,3,0,3883,26.14749943,91.72800489
0,2016-10-05 15:30:00,129,1.0,0,2,0,577,26.14453614,91.73617216
5,2016-10-05 15:30:00,403,1.5,0,3,0,470,26.14901995,91.7395035
2,2016-10-05 15:30:00,555,1.0,0,3,0,687,20.0000347,78.00000286
12,2016-10-05 15:30:00,1223,1.0,1,4,0,2937,26.14749053,91.72799688
13,2016-10-05 15:30:00,1056,1.0,0,3,0,3103,26.14749998,91.72797778
3,2016-10-05 15:57:00,316,0.7,0,2,0,485,26.14004753,91.73097233
5,2016-10-05 16:04:00,374,1.0,0,2,0,470,26.14901995,91.7395035
8,2016-10-05 16:04:00,1198,1.0,0,2,0,2009,26.14747299,91.72804914
12,2016-10-05 16:04:00,1152,1.0,0,2,0,2937,26.14749053,91.72799688
11,2016-10-05 16:04:00,2571,1.0,0,3,0,3883,26.14749943,91.72800489
7,2016-10-05 16:04:00,685,1.0,1,3,0,1322,26.14754886,91.72799519
2,2016-10-05 16:04:00,513,0.5,0,2,0,687,20.0000347,78.00000286
10,2016-10-05 16:04:00,284,1.0,0,1,0,387,26.14449459,91.73620513
4,2016-10-05 16:04:00,1203,1.0,0,2,0,1920,26.15050395,91.73353109
13,2016-10-05 16:04:00,992,1.0,0,2,0,3103,26.14749998,91.72797778
1,2016-10-05 16:04:00,641,1.0,0,2,0,1200,26.14001386,91.73099967
6,2016-10-05 16:04:00,550,1.0,0,2,0,690,26.13795775,91.74099445
9,2016-10-05 16:04:00,445,1.0,0,3,0,2803,26.14754061,91.72797041
0,2016-10-05 16:04:00,121,1.0,0,2,0,577,26.14453614,91.73617216
6,2016-10-05 16:30:00,494,0.7,0,2,0,690,26.13795775,91.74099445
7,2016-10-05 16:30:00,632,1.0,1,3,0,1322,26.14754886,91.72799519
3,2016-10-05 16:30:00,299,1.5,0,2,0,485,26.14004753,91.73097233
11,2016-10-05 16:30:00,2277,0.7,0,2,0,3883,26.14749943,91.72800489
9,2016-10-05 16:30:00,390,1.0,0,2,0,2803,26.14754061,91.72797041
12,2016-10-05 16:30:00,1054,1.0,1,3,0,2937,26.14749053,91.72799688
8,2016-10-05 16:30:00,1097,1.5,0,2,0,2009,26.14747299,91.72804914
0,2016-10-05 16:30:00,114,0.7,0,1,0,577,26.14453614,91.73617216
2,2016-10-05 16:30:00,465,1.0,0,2,0,687,20.0000347,78.00000286
5,2016-10-05 16:30:00,335,0.7,0,2,0,470,26.14901995,91.7395035
1,2016-10-05 16:30:00,544,1.0,0,2,0,1200,26.14001386,91.73099967
13,2016-10-05 16:30:00,893,0.5,0,2,0,3103,26.14749998,91.72797778
10,2016-10-05 16:30:00,261,0.7,1,3,0,387,26.14449459,91.73620513
4,2016-10-05 16:30:00,1049,1.0,0,2,0,1920,26.15050395,91.73353109
6,2016-10-06 07:57:00,187,1.5,1,2,0,690,26.13795775,91.74099445
0,2016-10-06 07:57:00,58,1.0,0,1,0,577,26.14453614,91.73617216
8,2016-10-06 07:57:00,760,1.0,0,2,0,2009,26.14747299,91.72804914
10,2016-10-06 07:57:00,98,1.0,0,1,0,387,26.14449459,91.73620513
4,2016-10-06 07:57:00,615,1.0,0,2,0,1920,26.15050395,91.73353109
11,2016-10-06 07:57:00,1117,0.7,0,2,0,3883,26.14749943,91.72800489
7,2016-10-06 07:57:00,404,0.7,0,1,0,1322,26.14754886,91.72799519
3,2016-10-06 07:57:00,260,0.7,0,2,0,485,26.14004753,91.73097233
12,2016-10-06 07:57:00,545,0.5,0,2,0,2937,26.14749053,91.72799688
2,2016-10-06 07:57:00,356,1.0,0,2,0,687,20.0000347,78.00000286
5,2016-10-06 07:57:00,128,1.0,1,1,0,470,26.14901995,91.7395035
1,2016-10-06 07:57:00,225,0.5,0,2,0,1200,26.14001386,91.73099967
9,2016-10-06 07:57:00,174,1.5,0,1,0,2803,26.14754061,91.72797041
13,2016-10-06 07:57:00,692,1.0,0,2,0,3103,26.14749998,91.72797778
4,2016-10-06 08:30:00,772,1.0,1,3,0,1920,26.15050395,91.73353109
12,2016-10-06 08:30:00,703,1.5,1,3,0,2937,26.14749053,91.72799688
5,2016-10-06 08:30:00,199,0.7,0,1,0,470,26.14901995,91.7395035
6,2016-10-06 08:30:00,293,1.0,0,2,0,690,26.13795775,91.74099445
7,2016-10-06 08:30:00,461,1.0,0,2,0,1322,26.14754886,91.72799519
1,2016-10-06 08:30:00,304,0.7,0,2,0,1200,26.14001386,91.73099967
10,2016-10-06 08:30:00,133,1.0,0,2,0,387,26.14449459,91.73620513
2,2016-10-06 08:30:00,392,1.0,0,2,0,687,20.0000347,78.00000286
13,2016-10-06 08:30:00,785,1.0,1,3,0,3103,26.14749998,91.72797778
0,2016-10-06 08:30:00,63,1.0,0,1,0,577,26.14453614,91.73617216
8,2016-10-06 08:30:00,853,0.5,0,2,0,2009,26.14747299,91.72804914
9,2016-10-06 08:30:00,249,1.0,1,3,0,2803,26.14754061,91.72797041
3,2016-10-06 08:30:00,277,0.7,0,2,0,485,26.14004753,91.73097233
11,2016-10-06 08:30:00,1561,1.0,0,2,0,3883,26.14749943,91.72800489
2,2016-10-06 08:57:00,447,1.0,0,2,0,687,20.0000347,78.00000286
12,2016-10-06 08:57:00,858,1.0,0,2,0,2937,26.14749053,91.72799688
0,2016-10-06 08:57:00,70,1.0,0,1,0,577,26.14453614,91.73617216
8,2016-10-06 08:57:00,940,1.5,0,3,0,2009,26.14747299,91.72804914
9,2016-10-06 08:57:00,324,0.5,1,2,0,2803,26.14754061,91.72797041
11,2016-10-06 08:57:00,1974,1.0,0,3,0,3883,26.14749943,91.72800489
3,2016-10-06 08:57:00,282,1.0,0,1,0,485,26.14004753,91.73097233
5,2016-10-06 08:57:00,284,1.0,0,2,0,470,26.14901995,91.7395035
10,2016-10-06 08:57:00,157,1.5,0,1,0,387,26.14449459,91.73620513
4,2016-10-06 08:57:00,937,1.0,0,2,0,1920,26.15050395,91.73353109
13,2016-10-06 08:57:00,896,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-10-06 08:57:00,419,0.7,0,2,0,690,26.13795775,91.74099445
1,2016-10-06 08:57:00,402,1.0,0,2,0,1200,26.14001386,91.73099967
7,2016-10-06 08:57:00,493,1.0,0,2,0,1322,26.14754886,91.72799519
11,2016-10-06 09:30:00,2417,0.7,0,3,0,3883,26.14749943,91.72800489
9,2016-10-06 09:30:00,389,0.7,1,3,0,2803,26.14754061,91.72797041
10,2016-10-06 09:30:00,192,1.0,0,1,0,387,26.14449459,91.73620513
8,2016-10-06 09:30:00,1055,0.7,0,2,0,2009,26.14747299,91.72804914
0,2016-10-06 09:30:00,95,1.0,0,2,0,577,26.14453614,91.73617216
13,2016-10-06 09:30:00,999,0.7,0,2,0,3103,26.14749998,91.72797778
2,2016-10-06 09:30:00,505,1.5,0,3,0,687,20.0000347,78.00000286
12,2016-10-06 09:30:00,983,0.5,0,3,0,2937,26.14749053,91.72799688
4,2016-10-06 09:30:00,1119,1.0,0,2,0,1920,26.15050395,91.73353109
1,2016-10-06 09:30:00,534,0.7,0,3,0,1200,26.14001386,91.73099967
5,2016-10-06 09:30:00,337,1.0,0,2,0,470,26.14901995,91.7395035
7,2016-10-06 09:30:00,550,1.0,0,2,0,1322,26.14754886,91.72799519
6,2016-10-06 09:30:00,494,1.0,1,3,0,690,26.13795775,91.74099445
3,2016-10-06 09:30:00,297,1.5,0,3,0,485,26.14004753,91.73097233
13,2016-10-06 10:03:00,1105,0.7,0,4,0,3103,26.14749998,91.72797778
12,2016-10-06 10:03:00,1119,0.7,0,4,0,2937,26.14749053,91.72799688
5,2016-10-06 10:03:00,388,1.0,0,3,0,470,26.14901995,91.7395035
9,2016-10-06 10:03:00,461,0.7,0,4,0,2803,26.14754061,91.72797041
6,2016-10-06 10:03:00,568,1.0,0,3,0,690,26.13795775,91.74099445
4,2016-10-06 10:03:00,1230,1.5,0,4,0,1920,26.15050395,91.73353109
2,2016-10-06 10:03:00,549,1.0,0,4,0,687,20.0000347,78.00000286
0,2016-10-06 10:03:00,135,1.0,0,3,0,577,26.14453614,91.73617216
10,2016-10-06 10:03:00,228,1.5,0,3,0,387,26.14449459,91.73620513
8,2016-10-06 10:03:00,1170,1.5,0,3,0,2009,26.14747299,91.72804914
3,2016-10-06 10:03:00,323,1.0,1,3,0,485,26.14004753,91.73097233
7,2016-10-06 10:03:00,621,1.5,0,3,0,1322,26.14754886,91.72799519
1,2016-10-06 10:03:00,606,0.5,0,3,0,1200,26.14001386,91.73099967
11,2016-10-06 10:03:00,2702,0.7,0,3,0,3883,26.14749943,91.72800489
12,2016-10-06 10:30:00,1222,1.0,1,5,0,2937,26.14749053,91.72799688
8,2016-10-06 10:30:00,1261,1.0,1,5,0,2009,26.14747299,91.72804914
2,2016-10-06 10:30:00,578,1.0,2,6,0,687,20.0000347,78.00000286
6,2016-10-06 10:30:00,618,1.0,1,4,0,690,26.13795775,91.74099445
3,2016-10-06 10:30:00,336,1.5,1,4,0,485,26.14004753,91.73097233
13,2016-10-06 10:30:00,1158,0.5,1,5,0,3103,26.14749998,91.72797778
7,2016-10-06 10:30:00,683,1.5,1,4,0,1322,26.14754886,91.72799519
5,2016-10-06 10:30:00,424,1.0,1,4,0,470,26.14901995,91.7395035
0,2016-10-06 10:30:00,160,1.0,1,3,0,577,26.14453614,91.73617216
9,2016-10-06 10:30:00,512,0.7,1,4,0,2803,26.14754061,91.72797041
1,2016-10-06 10:30:00,646,0.7,1,5,0,1200,26.14001386,91.73099967
4,2016-10-06 10:30:00,1285,1.5,1,5,0,1920,26.15050395,91.73353109
11,2016-10-06 10:30:00,2850,1.0,1,5,0,3883,26.14749943,91.72800489
10,2016-10-06 10:30:00,268,0.5,2,5,0,387,26.14449459,91.73620513
11,2016-10-06 10:57:00,2957,1.0,1,5,0,3883,26.14749943,91.72800489
5,2016-10-06 10:57:00,441,1.5,1,4,0,470,26.14901995,91.7395035
4,2016-10-06 10:57:00,1335,0.7,1,5,0,1920,26.15050395,91.73353109
6,2016-10-06 10:57:00,645,1.5,1,4,0,690,26.13795775,91.74099445
2,2016-10-06 10:57:00,591,1.5,1,4,0,687,20.0000347,78.00000286
10,2016-10-06 10:57:00,287,1.0,1,4,0,387,26.14449459,91.73620513
0,2016-10-06 10:57:00,177,1.0,1,3,0,577,26.14453614,91.73617216
8,2016-10-06 10:57:00,1315,1.0,2,7,0,2009,26.14747299,91.72804914
12,2016-10-06 10:57:00,1272,1.0,1,5,0,2937,26.14749053,91.72799688
9,2016-10-06 10:57:00,540,0.5,1,4,0,2803,26.14754061,91.72797041
1,2016-10-06 10:57:00,676,1.5,1,5,0,1200,26.14001386,91.73099967
7,2016-10-06 10:57:00,724,1.5,2,6,0,1322,26.14754886,91.72799519
13,2016-10-06 10:57:00,1184,1.0,1,4,0,3103,26.14749998,91.72797778
3,2016-10-06 10:57:00,340,0.7,1,4,0,485,26.14004753,91.73097233
1,2016-10-06 11:30:00,696,1.0,1,6,0,1200,26.14001386,91.73099967
4,2016-10-06 11:30:00,1366,1.0,1,6,0,1920,26.15050395,91.73353109
11,2016-10-06 11:30:00,3043,1.0,1,7,0,3883,26.14749943,91.72800489
5,2016-10-06 11:30:00,450,1.5,2,7,0,470,26.14901995,91.7395035
6,2016-10-06 11:30:00,657,0.5,1,6,0,690,26.13795775,91.74099445
2,2016-10-06 11:30:00,614,1.5,1,5,0,687,20.0000347,78.00000286
9,2016-10-06 11:30:00,569,0.7,1,6,0,2803,26.14754061,91.72797041
7,2016-10-06 11:30:00,749,1.0,1,6,0,1322,26.14754886,91.72799519
8,2016-10-06 11:30:00,1363,1.0,1,6,0,2009,26.14747299,91.72804914
13,2016-10-06 11:30:00,1229,0.7,2,9,0,3103,26.14749998,91.72797778
0,2016-10-06 11:30:00,191,0.5,1,4,0,577,26.14453614,91.73617216
3,2016-10-06 11:30:00,346,1.0,1,5,0,485,26.14004753,91.73097233
12,2016-10-06 11:30:00,1303,1.0,1,6,0,2937,26.14749053,91.72799688
10,2016-10-06 11:30:00,300,1.0,2,6,0,387,26.14449459,91.73620513
7,2016-10-06 12:04:00,757,0.7,2,9,0,1322,26.14754886,91.72799519
0,2016-10-06 12:04:00,199,1.0,2,7,0,577,26.14453614,91.73617216
6,2016-10-06 12:04:00,673,1.0,2,9,0,690,26.13795775,91.74099445
8,2016-10-06 12:04:00,1405,0.7,2,9,0,2009,26.14747299,91.72804914
4,2016-10-06 12:04:00,1394,1.0,2,10,0,1920,26.15050395,91.73353109
13,2016-10-06 12:04:00,1273,0.5,2,9,0,3103,26.14749998,91.72797778
3,2016-10-06 12:04:00,345,0.7,1,5,0,485,26.14004753,91.73097233
1,2016-10-06 12:04:00,711,1.5,2,8,0,1200,26.14001386,91.73099967
10,2016-10-06 12:04:00,312,1.0,2,7,0,387,26.14449459,91.73620513
2,2016-10-06 12:04:00,648,1.5,2,9,0,687,20.0000347,78.00000286
11,2016-10-06 12:04:00,3117,1.0,2,11,0,3883,26.14749943,91.72800489
5,2016-10-06 12:04:00,460,1.0,2,8,0,470,26.14901995,91.7395035
12,2016-10-06 12:04:00,1330,0.7,2,9,0,2937,26.14749053,91.72799688
9,2016-10-06 12:04:00,592,1.5,2,8,0,2803,26.14754061,91.72797041
3,2016-10-06 12:24:00,343,1.0,2,7,0,485,26.14004753,91.73097233
0,2016-10-06 12:30:00,206,1.0,2,7,0,577,26.14453614,91.73617216
4,2016-10-06 12:30:00,1408,0.7,2,10,0,1920,26.15050395,91.73353109
1,2016-10-06 12:30:00,723,1.0,2,8,0,1200,26.14001386,91.73099967
12,2016-10-06 12:30:00,1348,1.5,2,9,0,2937,26.14749053,91.72799688
2,2016-10-06 12:30:00,659,0.5,2,9,0,687,20.0000347,78.00000286
8,2016-10-06 12:30:00,1436,1.0,2,10,0,2009,26.14747299,91.72804914
13,2016-10-06 12:30:00,1283,1.0,1,6,0,3103,26.14749998,91.72797778
6,2016-10-06 12:30:00,680,1.0,2,8,0,690,26.13795775,91.74099445
7,2016-10-06 12:30:00,777,1.0,2,8,0,1322,26.14754886,91.72799519
5,2016-10-06 12:30:00,465,1.0,2,8,0,470,26.14901995,91.7395035
11,2016-10-06 12:30:00,3126,1.0,2,11,0,3883,26.14749943,91.72800489
10,2016-10-06 12:30:00,322,1.0,2,8,0,387,26.14449459,91.73620513
9,2016-10-06 12:30:00,600,1.0,1,6,0,2803,26.14754061,91.72797041
7,2016-10-06 12:57:00,785,1.0,2,9,0,1322,26.14754886,91.72799519
3,2016-10-06 12:57:00,345,1.0,2,7,0,485,26.14004753,91.73097233
12,2016-10-06 12:57:00,1344,1.0,2,10,0,2937,26.14749053,91.72799688
11,2016-10-06 12:57:00,3137,0.7,2,10,0,3883,26.14749943,91.72800489
1,2016-10-06 12:57:00,728,0.7,2,9,0,1200,26.14001386,91.73099967
2,2016-10-06 12:57:00,600,1.0,2,9,0,687,20.0000347,78.00000286
8,2016-10-06 12:57:00,1385,1.0,2,10,0,2009,26.14747299,91.72804914
13,2016-10-06 12:57:00,1220,1.0,2,10,0,3103,26.14749998,91.72797778
10,2016-10-06 12:57:00,330,1.5,1,5,0,387,26.14449459,91.73620513
9,2016-10-06 12:57:00,605,1.0,1,6,0,2803,26.14754061,91.72797041
5,2016-10-06 12:57:00,459,1.5,2,8,0,470,26.14901995,91.7395035
4,2016-10-06 12:57:00,1422,1.0,2,9,0,1920,26.15050395,91.73353109
0,2016-10-06 12:57:00,198,1.0,1,5,0,577,26.14453614,91.73617216
6,2016-10-06 12:57:00,672,0.7,2,8,0,690,26.13795775,91.74099445
3,2016-10-06 13:30:00,344,1.0,2,7,0,485,26.14004753,91.73097233
6,2016-10-06 13:30:00,671,1.0,1,6,0,690,26.13795775,91.74099445
12,2016-10-06 13:30:00,1340,0.7,2,8,0,2937,26.14749053,91.72799688
7,2016-10-06 13:30:00,779,1.0,2,8,0,1322,26.14754886,91.72799519
4,2016-10-06 13:30:00,1419,1.0,2,9,0,1920,26.15050395,91.73353109
